symbol,HGCN,uniprot,length,start,end,hmm.acc,hmm.name,type
43134,GMDS,O60547,372,27,358,PF16363,GDP_Man_Dehyd,Domain
32058,GMEB1,Q9Y692,573,89,165,PF01342,SAND,Family
34835,GMEB2,Q9UKD1,530,87,162,PF01342,SAND,Family
40869,GMFB,P60983,142,14,137,PF00241,Cofilin_ADF,Domain
34635,GMFG,O60234,142,14,137,PF00241,Cofilin_ADF,Domain
32050,GMIP,Q9P107,970,565,728,PF00620,RhoGAP,Domain
46736,GML,Q99445,158,NA,NA,NA,NA,NA
46059,GMNC,A6NCL1,334,NA,NA,NA,NA,NA
32915,GMNN,O75496,209,1,184,PF07412,Geminin,Family
42979,GMPPA,Q96IJ6,420,3,209,PF00483,NTP_transferase,Family
42980,GMPPA,Q96IJ6,420,280,321,PF00132,Hexapep,Repeat
34629,GMPPB,Q9Y5P6,360,2,235,PF00483,NTP_transferase,Family
34630,GMPPB,Q9Y5P6,360,259,294,PF00132,Hexapep,Repeat
22057,GMPR,P36959,345,9,342,PF00478,IMPDH,Domain
31710,GMPR2,Q9P2T1,348,9,341,PF00478,IMPDH,Domain
41102,GMPS,P49915,693,29,210,PF00117,GATase,Domain
41103,GMPS,P49915,693,219,339,PF02540,NAD_synthase,Domain
41101,GMPS,P49915,693,597,692,PF00958,GMP_synt_C,Domain
34820,GNA11,P29992,359,16,348,PF00503,G-alpha,Domain
34822,GNA12,Q03113,381,37,370,PF00503,G-alpha,Domain
40863,GNA13,Q14344,377,28,366,PF00503,G-alpha,Domain
34292,GNA14,O95837,355,11,344,PF00503,G-alpha,Domain
39972,GNA15,P30679,374,22,363,PF00503,G-alpha,Domain
41091,GNAI1,P63096,354,13,343,PF00503,G-alpha,Domain
39408,GNAI2,P04899,355,13,344,PF00503,G-alpha,Domain
43135,GNAI3,P08754,354,13,343,PF00503,G-alpha,Domain
32631,GNAL,P38405,381,22,370,PF00503,G-alpha,Domain
39981,GNAO1,P09471,354,13,343,PF00503,G-alpha,Domain
34296,GNAQ,P50148,359,19,348,PF00503,G-alpha,Domain
32246,GNAS,O95467,245,1,245,PF06390,NESP55,Family
34832,GNAS,P63092,394,20,383,PF00503,G-alpha,Domain
47212,GNAS,P84996,626,NA,NA,NA,NA,NA
41662,GNAS,Q5JWF2,1037,663,1026,PF00503,G-alpha,Domain
43666,GNAT1,P11488,350,9,339,PF00503,G-alpha,Domain
25374,GNAT2,P19087,354,13,343,PF00503,G-alpha,Domain
32245,GNAT3,A8MTJ3,354,10,343,PF00503,G-alpha,Domain
23483,GNAZ,P19086,355,13,344,PF00503,G-alpha,Domain
39706,GNB1,P62873,340,45,83,PF00400,WD40,Repeat
39701,GNB1,P62873,340,86,125,PF00400,WD40,Repeat
39704,GNB1,P62873,340,133,170,PF00400,WD40,Repeat
39702,GNB1,P62873,340,174,212,PF00400,WD40,Repeat
39700,GNB1,P62873,340,216,254,PF00400,WD40,Repeat
39703,GNB1,P62873,340,258,298,PF00400,WD40,Repeat
39705,GNB1,P62873,340,304,340,PF00400,WD40,Repeat
35211,GNB1L,Q9BYB4,327,285,322,PF00400,WD40,Repeat
38988,GNB2,P62879,340,45,83,PF00400,WD40,Repeat
38992,GNB2,P62879,340,86,125,PF00400,WD40,Repeat
38994,GNB2,P62879,340,133,170,PF00400,WD40,Repeat
38993,GNB2,P62879,340,174,212,PF00400,WD40,Repeat
38989,GNB2,P62879,340,216,254,PF00400,WD40,Repeat
38991,GNB2,P62879,340,259,298,PF00400,WD40,Repeat
38990,GNB2,P62879,340,302,340,PF00400,WD40,Repeat
43332,GNB3,P16520,340,45,83,PF00400,WD40,Repeat
43335,GNB3,P16520,340,86,125,PF00400,WD40,Repeat
43333,GNB3,P16520,340,133,170,PF00400,WD40,Repeat
43331,GNB3,P16520,340,174,212,PF00400,WD40,Repeat
43330,GNB3,P16520,340,216,254,PF00400,WD40,Repeat
43334,GNB3,P16520,340,259,298,PF00400,WD40,Repeat
43336,GNB3,P16520,340,302,340,PF00400,WD40,Repeat
42956,GNB4,Q9HAV0,340,45,83,PF00400,WD40,Repeat
42958,GNB4,Q9HAV0,340,89,125,PF00400,WD40,Repeat
42957,GNB4,Q9HAV0,340,133,170,PF00400,WD40,Repeat
42959,GNB4,Q9HAV0,340,174,212,PF00400,WD40,Repeat
42955,GNB4,Q9HAV0,340,216,254,PF00400,WD40,Repeat
42960,GNB4,Q9HAV0,340,259,298,PF00400,WD40,Repeat
42961,GNB4,Q9HAV0,340,302,340,PF00400,WD40,Repeat
41093,GNB5,O14775,395,95,133,PF00400,WD40,Repeat
41097,GNB5,O14775,395,227,267,PF00400,WD40,Repeat
41096,GNB5,O14775,395,271,309,PF00400,WD40,Repeat
41094,GNB5,O14775,395,320,353,PF00400,WD40,Repeat
41095,GNB5,O14775,395,357,394,PF00400,WD40,Repeat
42950,GNE,Q9Y223,722,32,375,PF02350,Epimerase_2,Family
42949,GNE,Q9Y223,722,409,716,PF00480,ROK,Family
41655,GNG10,P50151,68,5,68,PF00631,G-gamma,Domain
34289,GNG11,P61952,73,9,73,PF00631,G-gamma,Domain
32618,GNG12,Q9UBI6,72,7,72,PF00631,G-gamma,Domain
40861,GNG13,Q9P2W3,67,3,67,PF00631,G-gamma,Domain
47511,GNG14,A0A1W2PPG7,69,NA,NA,NA,NA,NA
32026,GNG2,P59768,71,5,71,PF00631,G-gamma,Domain
34612,GNG3,P63215,75,9,75,PF00631,G-gamma,Domain
39398,GNG4,P50150,75,9,75,PF00631,G-gamma,Domain
35193,GNG5,P63218,68,4,68,PF00631,G-gamma,Domain
42761,GNG7,O60262,68,3,68,PF00631,G-gamma,Domain
43853,GNG8,Q9UK08,70,6,70,PF00631,G-gamma,Domain
34816,GNGT1,P63211,74,9,74,PF00631,G-gamma,Domain
32916,GNGT2,O14610,69,5,69,PF00631,G-gamma,Domain
42784,GNL1,P36915,607,362,461,PF01926,MMR_HSR1,Family
24162,GNL2,Q13823,731,43,174,PF08153,NGP1NT,Domain
24163,GNL2,Q13823,731,312,428,PF01926,MMR_HSR1,Family
39411,GNL3,Q9BVP2,549,16,89,PF08701,GN3L_Grn1,Family
39410,GNL3,Q9BVP2,549,256,367,PF01926,MMR_HSR1,Family
25377,GNL3L,Q9NVN8,582,254,351,PF01926,MMR_HSR1,Family
47109,GNLY,P22749,145,NA,NA,NA,NA,NA
39009,GNMT,Q14749,295,61,171,PF13649,Methyltransf_25,Domain
39225,GNPAT,O15228,680,138,283,PF01553,Acyltransferase,Family
39224,GNPDA1,P46926,289,8,237,PF01182,Glucosamine_iso,Domain
32253,GNPDA2,Q8TDQ7,276,7,237,PF01182,Glucosamine_iso,Domain
39407,GNPNAT1,Q96EK6,184,50,170,PF00583,Acetyltransf_1,Family
40620,GNPTAB,Q3T906,1256,73,101,PF17101,Stealth_CR1,Family
40616,GNPTAB,Q3T906,1256,218,305,PF18440,GlcNAc-1_reg,Domain
40619,GNPTAB,Q3T906,1256,322,429,PF11380,Stealth_CR2,Family
40618,GNPTAB,Q3T906,1256,435,469,PF00066,Notch,Domain
40615,GNPTAB,Q3T906,1256,502,536,PF00066,Notch,Domain
40617,GNPTAB,Q3T906,1256,699,814,PF06464,DMAP_binding,Domain
40614,GNPTAB,Q3T906,1256,955,1003,PF17102,Stealth_CR3,Family
40613,GNPTAB,Q3T906,1256,1138,1194,PF17103,Stealth_CR4,Family
32926,GNPTG,Q9UJJ9,305,48,211,PF13015,PRKCSH_1,Family
40628,GNRH1,P01148,92,24,33,PF00446,GnRH,Family
42202,GNRH2,O43555,120,24,33,PF00446,GnRH,Family
41661,GNRHR,P30968,328,60,323,PF00001,7tm_1,Family
40621,GNRHR2,Q96P88,292,6,233,PF00001,7tm_1,Family
41663,GNS,P15586,552,47,384,PF00884,Sulfatase,Family
43673,GOLGA1,Q92805,767,692,734,PF01465,GRIP,Family
43668,GOLGA2,Q08379,1002,381,908,PF15070,GOLGA2L5,Coiled-coil
43667,GOLGA2,Q08379,1002,953,998,PF19046,GM130_C,Motif
39219,GOLGA2P5,Q9HBQ8,144,1,74,PF15070,GOLGA2L5,Coiled-coil
46432,GOLGA3,Q08378,1498,NA,NA,NA,NA,NA
41793,GOLGA4,Q13439,2230,2172,2212,PF01465,GRIP,Family
39412,GOLGA5,Q8TBA6,731,420,725,PF09787,Golgin_A5,Coiled-coil
33839,GOLGA6A,Q9NYA3,693,217,364,PF15070,GOLGA2L5,Coiled-coil
33840,GOLGA6A,Q9NYA3,693,468,536,PF15070,GOLGA2L5,Coiled-coil
33842,GOLGA6A,Q9NYA3,693,530,628,PF15070,GOLGA2L5,Coiled-coil
33841,GOLGA6A,Q9NYA3,693,673,693,PF19046,GM130_C,Motif
31707,GOLGA6B,A6NDN3,693,217,363,PF15070,GOLGA2L5,Coiled-coil
31706,GOLGA6B,A6NDN3,693,467,536,PF15070,GOLGA2L5,Coiled-coil
31708,GOLGA6B,A6NDN3,693,530,628,PF15070,GOLGA2L5,Coiled-coil
31709,GOLGA6B,A6NDN3,693,673,693,PF19046,GM130_C,Motif
34633,GOLGA6C,A6NDK9,693,217,363,PF15070,GOLGA2L5,Coiled-coil
34631,GOLGA6C,A6NDK9,693,468,536,PF15070,GOLGA2L5,Coiled-coil
34632,GOLGA6C,A6NDK9,693,530,628,PF15070,GOLGA2L5,Coiled-coil
39726,GOLGA6D,P0CG33,693,217,363,PF15070,GOLGA2L5,Coiled-coil
39725,GOLGA6D,P0CG33,693,468,536,PF15070,GOLGA2L5,Coiled-coil
39724,GOLGA6D,P0CG33,693,530,628,PF15070,GOLGA2L5,Coiled-coil
47433,GOLGA6L1,Q8N7Z2,668,NA,NA,NA,NA,NA
43544,GOLGA6L10,A6NI86,522,80,227,PF15070,GOLGA2L5,Coiled-coil
43109,GOLGA6L19,H0YKK7,550,80,226,PF15070,GOLGA2L5,Coiled-coil
46662,GOLGA6L2,Q8N9W4,909,NA,NA,NA,NA,NA
46658,GOLGA6L22,H0YM25,810,NA,NA,NA,NA,NA
42197,GOLGA6L3,A6NEY3,463,80,226,PF15070,GOLGA2L5,Coiled-coil
26151,GOLGA6L4,A6NEF3,574,80,224,PF15070,GOLGA2L5,Coiled-coil
46447,GOLGA6L6,A8MZA4,724,NA,NA,NA,NA,NA
38719,GOLGA6L7,A0A1B0GV03,622,575,618,PF19046,GM130_C,Motif
43324,GOLGA6L9,A6NEM1,432,80,225,PF15070,GOLGA2L5,Coiled-coil
22058,GOLGA7,Q7Z5G4,137,11,124,PF10256,Erf4,Domain
32252,GOLGA7B,Q2TAP0,167,20,133,PF10256,Erf4,Domain
34838,GOLGA8A,A7E2F4,631,246,394,PF15070,GOLGA2L5,Coiled-coil
34837,GOLGA8A,A7E2F4,631,586,631,PF19046,GM130_C,Motif
39974,GOLGA8B,A8MQT2,603,218,366,PF15070,GOLGA2L5,Coiled-coil
39973,GOLGA8B,A8MQT2,603,558,603,PF19046,GM130_C,Motif
32248,GOLGA8CP,A6NN73,597,218,357,PF15070,GOLGA2L5,Coiled-coil
32247,GOLGA8CP,A6NN73,597,558,597,PF19046,GM130_C,Motif
40625,GOLGA8DP,Q0D2H9,430,21,166,PF15070,GOLGA2L5,Coiled-coil
40627,GOLGA8DP,Q0D2H9,430,182,292,PF15070,GOLGA2L5,Coiled-coil
40626,GOLGA8DP,Q0D2H9,430,391,430,PF19046,GM130_C,Motif
45669,GOLGA8F,Q08AF8,430,21,163,PF15070,GOLGA2L5,Coiled-coil
45667,GOLGA8F,Q08AF8,430,170,287,PF15070,GOLGA2L5,Coiled-coil
45668,GOLGA8F,Q08AF8,430,391,430,PF19046,GM130_C,Motif
45672,GOLGA8G,Q08AF8,430,21,163,PF15070,GOLGA2L5,Coiled-coil
45670,GOLGA8G,Q08AF8,430,170,287,PF15070,GOLGA2L5,Coiled-coil
45671,GOLGA8G,Q08AF8,430,391,430,PF19046,GM130_C,Motif
30193,GOLGA8H,P0CJ92,632,226,374,PF15070,GOLGA2L5,Coiled-coil
30192,GOLGA8H,P0CJ92,632,365,515,PF15070,GOLGA2L5,Coiled-coil
30191,GOLGA8H,P0CJ92,632,593,632,PF19046,GM130_C,Motif
39979,GOLGA8IP,A6NC78,632,226,375,PF15070,GOLGA2L5,Coiled-coil
39980,GOLGA8IP,A6NC78,632,365,517,PF15070,GOLGA2L5,Coiled-coil
39978,GOLGA8IP,A6NC78,632,593,632,PF19046,GM130_C,Motif
23491,GOLGA8J,A6NMD2,632,226,374,PF15070,GOLGA2L5,Coiled-coil
23492,GOLGA8J,A6NMD2,632,365,517,PF15070,GOLGA2L5,Coiled-coil
23493,GOLGA8J,A6NMD2,632,593,632,PF19046,GM130_C,Motif
41106,GOLGA8K,D6RF30,607,226,373,PF15070,GOLGA2L5,Coiled-coil
41105,GOLGA8K,D6RF30,607,366,483,PF15070,GOLGA2L5,Coiled-coil
41104,GOLGA8K,D6RF30,607,568,607,PF19046,GM130_C,Motif
41665,GOLGA8M,H3BSY2,632,226,374,PF15070,GOLGA2L5,Coiled-coil
41666,GOLGA8M,H3BSY2,632,365,517,PF15070,GOLGA2L5,Coiled-coil
41664,GOLGA8M,H3BSY2,632,593,632,PF19046,GM130_C,Motif
42792,GOLGA8N,F8WBI6,632,226,372,PF15070,GOLGA2L5,Coiled-coil
42793,GOLGA8N,F8WBI6,632,356,517,PF15070,GOLGA2L5,Coiled-coil
42791,GOLGA8N,F8WBI6,632,593,632,PF19046,GM130_C,Motif
32044,GOLGA8O,A6NCC3,632,226,372,PF15070,GOLGA2L5,Coiled-coil
32043,GOLGA8O,A6NCC3,632,356,517,PF15070,GOLGA2L5,Coiled-coil
32042,GOLGA8O,A6NCC3,632,593,632,PF19046,GM130_C,Motif
32053,GOLGA8Q,H3BV12,632,226,372,PF15070,GOLGA2L5,Coiled-coil
32052,GOLGA8Q,H3BV12,632,356,517,PF15070,GOLGA2L5,Coiled-coil
32051,GOLGA8Q,H3BV12,632,593,632,PF19046,GM130_C,Motif
32055,GOLGA8R,I6L899,631,226,372,PF15070,GOLGA2L5,Coiled-coil
32054,GOLGA8R,I6L899,631,356,517,PF15070,GOLGA2L5,Coiled-coil
32056,GOLGA8R,I6L899,631,592,631,PF19046,GM130_C,Motif
43557,GOLGA8S,H3BPF8,625,226,366,PF15070,GOLGA2L5,Coiled-coil
43558,GOLGA8S,H3BPF8,625,371,517,PF15070,GOLGA2L5,Coiled-coil
43559,GOLGA8S,H3BPF8,625,586,625,PF19046,GM130_C,Motif
32920,GOLGA8T,H3BQL2,631,226,374,PF15070,GOLGA2L5,Coiled-coil
32919,GOLGA8T,H3BQL2,631,365,499,PF15070,GOLGA2L5,Coiled-coil
32921,GOLGA8T,H3BQL2,631,592,631,PF19046,GM130_C,Motif
47199,GOLGB1,Q14789,3259,NA,NA,NA,NA,NA
46637,GOLIM4,O00461,696,NA,NA,NA,NA,NA
46566,GOLM1,Q8NBJ4,401,NA,NA,NA,NA,NA
46471,GOLM2,Q6P4E1,436,NA,NA,NA,NA,NA
43137,GOLPH3,Q9H4A6,298,62,288,PF05719,GPP34,Family
29815,GOLPH3L,Q9H4A5,285,48,274,PF05719,GPP34,Family
44230,GOLT1A,Q6ZVE7,132,11,114,PF04178,Got1,Family
40866,GOLT1B,Q9Y3E0,138,11,114,PF04178,Got1,Family
41465,GON4L,Q3T8J9,2241,1647,1693,PF02671,PAH,Repeat
41090,GON7,Q9BXV9,100,3,98,PF15387,DUF4611,Family
34819,GOPC,Q9HD26,462,288,368,PF00595,PDZ,Domain
41230,GORAB,Q5T7V8,394,154,301,PF04949,Transcrip_act,Family
42767,GORASP1,Q9BQQ3,440,1,91,PF04495,GRASP55_65,Domain
42768,GORASP1,Q9BQQ3,440,69,205,PF04495,GRASP55_65,Domain
41790,GORASP2,Q9H8Y8,452,3,99,PF04495,GRASP55_65,Domain
41791,GORASP2,Q9H8Y8,452,71,205,PF04495,GRASP55_65,Domain
30186,GOSR1,O95249,250,161,226,PF12352,V-SNARE_C,Domain
43663,GOSR2,O14653,212,121,186,PF12352,V-SNARE_C,Domain
32499,GOT1,P17174,413,31,405,PF00155,Aminotran_1_2,Domain
19150,GOT1L1,Q8NHS2,421,30,395,PF00155,Aminotran_1_2,Domain
38688,GOT2,P00505,430,57,425,PF00155,Aminotran_1_2,Domain
34829,GP1BA,P07359,652,19,46,PF01462,LRRNT,Family
34828,GP1BA,P07359,652,116,174,PF13855,LRR_8,Repeat
34827,GP1BA,P07359,652,164,222,PF13855,LRR_8,Repeat
40451,GP1BB,P13224,206,115,142,PF01463,LRRCT,Family
40234,GP2,P55259,537,229,478,PF00100,Zona_pellucida,Family
42431,GP5,P40197,560,74,134,PF13855,LRR_8,Repeat
42433,GP5,P40197,560,98,158,PF13855,LRR_8,Repeat
42430,GP5,P40197,560,124,182,PF13855,LRR_8,Repeat
42432,GP5,P40197,560,146,192,PF13855,LRR_8,Repeat
42434,GP5,P40197,560,194,254,PF13855,LRR_8,Repeat
42435,GP5,P40197,560,364,422,PF13855,LRR_8,Repeat
41088,GP6,Q9HCN6,339,27,107,PF13895,Ig_2,Domain
41089,GP6,Q9HCN6,339,113,202,PF13895,Ig_2,Domain
38722,GP9,P14770,177,19,50,PF01462,LRRNT,Family
38721,GP9,P14770,177,51,86,PF13855,LRR_8,Repeat
39403,GPA33,Q99795,319,25,138,PF07686,V-set,Domain
39404,GPA33,Q99795,319,143,215,PF13927,Ig_3,Domain
34818,GPAA1,O43292,621,125,615,PF04114,Gaa1,Family
22045,GPALPP1,Q8IXQ4,340,196,332,PF12572,DUF3752,Family
43127,GPAM,Q9HCL2,828,203,355,PF01553,Acyltransferase,Family
44222,GPANK1,O95872,356,104,163,PF13637,Ank_4,Repeat
44223,GPANK1,O95872,356,255,299,PF01585,G-patch,Family
46408,GPAT2,Q6NUI2,795,NA,NA,NA,NA,NA
34613,GPAT3,Q53EU6,434,209,332,PF01553,Acyltransferase,Family
43859,GPAT4,Q86UL3,456,228,351,PF01553,Acyltransferase,Family
41657,GPATCH1,Q9BRR8,931,31,116,PF07713,DUF1604,Family
41658,GPATCH1,Q9BRR8,931,152,184,PF01585,G-patch,Family
26156,GPATCH11,Q8N954,285,96,139,PF01585,G-patch,Family
26157,GPATCH11,Q8N954,285,218,284,PF13821,DUF4187,Domain
38995,GPATCH2,Q9NW75,528,467,511,PF01585,G-patch,Family
46959,GPATCH2L,Q9NWQ4,482,NA,NA,NA,NA,NA
40607,GPATCH3,Q96I76,525,410,456,PF01585,G-patch,Family
34290,GPATCH4,Q5T3I0,446,11,55,PF01585,G-patch,Family
44405,GPATCH8,Q9UKJ3,1502,40,83,PF01585,G-patch,Family
44406,GPATCH8,Q9UKJ3,1502,135,163,PF12171,zf-C2H2_jaz,Family
26154,GPBAR1,Q8TDU6,330,31,278,PF00001,7tm_1,Family
39714,GPBP1,Q86WP2,473,375,471,PF15337,Vasculin,Family
44404,GPBP1L1,Q9HC44,474,378,471,PF15337,Vasculin,Family
39712,GPC1,P35052,558,11,555,PF01153,Glypican,Family
26905,GPC2,Q8N158,579,11,566,PF01153,Glypican,Family
43661,GPC3,P51654,580,14,578,PF01153,Glypican,Family
23474,GPC4,O75487,556,9,553,PF01153,Glypican,Family
41229,GPC5,P78333,572,12,570,PF01153,Glypican,Family
35047,GPC6,Q9Y625,555,13,554,PF01153,Glypican,Family
43861,GPCPD1,Q9NPB8,672,3,103,PF00686,CBM_20,Family
43860,GPCPD1,Q9NPB8,672,323,612,PF03009,GDPD,Family
42204,GPD1,P21695,349,5,174,PF01210,NAD_Gly3P_dh_N,Family
42205,GPD1,P21695,349,193,340,PF07479,NAD_Gly3P_dh_C,Domain
23475,GPD1L,Q8N335,351,7,176,PF01210,NAD_Gly3P_dh_N,Family
23476,GPD1L,Q8N335,351,195,342,PF07479,NAD_Gly3P_dh_C,Domain
43862,GPD2,P43304,727,71,441,PF01266,DAO,Domain
43863,GPD2,P43304,727,462,588,PF16901,DAO_C,Family
42775,GPER1,Q99527,375,76,324,PF00001,7tm_1,Family
44231,GPHA2,Q96T91,129,16,124,PF03045,DAN,Domain
43553,GPHB5,Q86YW7,130,33,130,PF00007,Cys_knot,Domain
34284,GPHN,Q9NQX3,736,18,164,PF00994,MoCF_biosynth,Domain
34283,GPHN,Q9NQX3,736,324,489,PF03453,MoeA_N,Family
34285,GPHN,Q9NQX3,736,502,645,PF00994,MoCF_biosynth,Domain
34282,GPHN,Q9NQX3,736,658,733,PF03454,MoeA_C,Domain
43643,GPI,P06744,558,54,546,PF00342,PGI,Domain
34839,GPIHBP1,Q8IV16,184,65,137,PF00021,UPAR_LY6,Domain
34288,GPKOW,Q92917,476,149,211,PF12656,G-patch_2,Domain
34287,GPKOW,Q92917,476,243,274,PF00467,KOW,Family
29387,GPLD1,P80108,840,28,219,PF00882,Zn_dep_PLPC,Domain
29386,GPLD1,P80108,840,381,419,PF01839,FG-GAP,Repeat
29384,GPLD1,P80108,840,450,488,PF01839,FG-GAP,Repeat
29385,GPLD1,P80108,840,513,550,PF01839,FG-GAP,Repeat
32625,GPM6A,P51674,278,14,247,PF01275,Myelin_PLP,Family
32626,GPM6B,Q13491,265,22,258,PF01275,Myelin_PLP,Family
39971,GPN1,Q9HCN4,374,24,264,PF03029,ATP_bind_1,Domain
23480,GPN2,Q9H9Y4,310,14,261,PF03029,ATP_bind_1,Domain
41786,GPN3,Q9UHW5,284,8,254,PF03029,ATP_bind_1,Domain
31701,GPNMB,Q14956,572,270,321,PF00801,PKD,Domain
43552,GPR1,P46091,355,55,304,PF00001,7tm_1,Family
29814,GPR101,Q96P66,508,48,454,PF00001,7tm_1,Family
30188,GPR107,Q5VW38,600,215,438,PF06814,Lung_7-TM_R,Family
30189,GPR107,Q5VW38,600,475,553,PF06814,Lung_7-TM_R,Family
23479,GPR108,Q9NPR9,543,214,503,PF06814,Lung_7-TM_R,Family
43337,GPR119,Q8TDV5,335,21,279,PF00001,7tm_1,Family
26153,GPR12,P47775,334,61,301,PF00001,7tm_1,Family
32627,GPR132,Q9UNW8,380,59,308,PF00001,7tm_1,Family
33838,GPR135,Q8IZ08,494,120,387,PF00001,7tm_1,Family
47009,GPR137,Q96N19,417,NA,NA,NA,NA,NA
46444,GPR137B,O60478,399,NA,NA,NA,NA,NA
47080,GPR137C,Q8N3F9,429,NA,NA,NA,NA,NA
26910,GPR139,Q6DWJ6,353,43,285,PF00001,7tm_1,Family
42776,GPR141,Q7Z602,305,33,281,PF00001,7tm_1,Family
43665,GPR142,Q7Z601,462,175,414,PF00001,7tm_1,Family
29810,GPR143,P51810,404,1,396,PF02101,Ocular_alb,Family
38997,GPR146,Q96CH1,333,44,296,PF00001,7tm_1,Family
34821,GPR148,Q8TDV2,347,68,307,PF00001,7tm_1,Family
46921,GPR149,Q86SP6,731,NA,NA,NA,NA,NA
40862,GPR15,P49685,360,50,302,PF00001,7tm_1,Family
42771,GPR150,Q8NGU9,434,59,352,PF00001,7tm_1,Family
40865,GPR151,Q8TDV0,419,53,306,PF00001,7tm_1,Family
41789,GPR152,Q8TDT2,470,47,294,PF00001,7tm_1,Family
34621,GPR153,Q6NV75,609,24,297,PF00001,7tm_1,Family
32628,GPR155,Q7Z3F1,870,42,205,PF03547,Mem_trans,Family
32630,GPR155,Q7Z3F1,870,191,362,PF03547,Mem_trans,Family
32629,GPR155,Q7Z3F1,870,766,833,PF00610,DEP,Domain
42206,GPR156,Q8NFN8,814,61,313,PF00003,7tm_3,Family
39720,GPR157,Q5UAW9,335,13,274,PF00002,7tm_2,Family
23484,GPR158,Q5T848,1215,426,669,PF00003,7tm_3,Family
29813,GPR15L,Q6UWK7,81,1,80,PF15854,GPR15L,Family
47510,GPR160,Q9UJ42,338,NA,NA,NA,NA,NA
41792,GPR161,Q8N6U8,529,44,324,PF00001,7tm_1,Family
23477,GPR162,Q16538,588,30,345,PF00001,7tm_1,Family
22046,GPR17,Q13304,367,76,325,PF00001,7tm_1,Family
41463,GPR171,O14626,319,31,285,PF00001,7tm_1,Family
25373,GPR173,Q9NS66,373,39,340,PF00001,7tm_1,Family
32632,GPR174,Q9BXC1,333,36,292,PF00001,7tm_1,Family
43116,GPR176,Q14439,515,58,320,PF00001,7tm_1,Family
38996,GPR179,Q6PRD1,2367,391,633,PF00003,7tm_3,Family
42766,GPR18,Q14330,331,39,286,PF00001,7tm_1,Family
44232,GPR180,Q86V85,440,141,405,PF10192,GpcrRhopsn4,Family
43659,GPR182,O15218,404,70,320,PF00001,7tm_1,Family
44217,GPR183,P32249,361,48,308,PF00001,7tm_1,Family
42763,GPR19,Q15760,415,82,330,PF00001,7tm_1,Family
30181,GPR20,Q99678,358,70,297,PF00001,7tm_1,Family
43120,GPR21,Q99679,349,45,304,PF00001,7tm_1,Family
32241,GPR22,Q99680,433,58,367,PF00001,7tm_1,Family
25370,GPR25,O00155,361,56,307,PF00001,7tm_1,Family
33830,GPR26,Q8NDV2,337,22,294,PF00001,7tm_1,Family
43122,GPR27,Q9NS67,375,35,337,PF00001,7tm_1,Family
43338,GPR3,P46089,330,57,297,PF00001,7tm_1,Family
39210,GPR31,O00270,319,31,282,PF00001,7tm_1,Family
39713,GPR32,O75388,356,60,316,PF00001,7tm_1,Family
42191,GPR32P1,Q8NGA4,272,60,256,PF00001,7tm_1,Family
39217,GPR33,Q49SQ1,333,46,299,PF00001,7tm_1,Family
41087,GPR34,Q9UPC5,381,71,327,PF00001,7tm_1,Family
43858,GPR35,Q9HC97,309,37,276,PF00001,7tm_1,Family
32031,GPR37,O15354,613,278,549,PF00001,7tm_1,Family
40600,GPR37L1,O60883,481,147,416,PF00001,7tm_1,Family
44229,GPR39,O43194,453,47,344,PF00001,7tm_1,Family
22044,GPR4,P46093,362,34,286,PF00001,7tm_1,Family
33834,GPR42,O15529,346,31,276,PF00001,7tm_1,Family
39721,GPR45,Q9Y5Y3,372,51,324,PF00001,7tm_1,Family
27537,GPR50,Q13585,617,45,294,PF00001,7tm_1,Family
43329,GPR52,Q9Y2T5,361,57,317,PF00001,7tm_1,Family
43126,GPR55,Q9Y2T6,319,37,288,PF00001,7tm_1,Family
38720,GPR6,P46095,362,89,329,PF00001,7tm_1,Family
35046,GPR61,Q9BZJ8,451,59,341,PF00001,7tm_1,Family
40611,GPR62,Q9BZJ7,368,31,290,PF00001,7tm_1,Family
40864,GPR63,Q9BZJ6,419,98,371,PF00001,7tm_1,Family
36459,GPR65,Q8IYL9,337,31,290,PF00001,7tm_1,Family
24854,GPR68,Q15743,365,38,286,PF00001,7tm_1,Family
41228,GPR75,O95800,540,59,376,PF00001,7tm_1,Family
32035,GPR78,Q96P69,363,22,294,PF00001,7tm_1,Family
30185,GPR82,Q96P67,336,32,309,PF00001,7tm_1,Family
32623,GPR83,Q9NYM4,423,88,345,PF00001,7tm_1,Family
33833,GPR84,Q9NQS5,396,37,370,PF00001,7tm_1,Family
42201,GPR85,P60893,370,37,338,PF00001,7tm_1,Family
41092,GPR87,Q9BY21,358,59,314,PF00001,7tm_1,Family
42203,GPR88,Q9GZN0,384,48,336,PF00001,7tm_1,Family
25368,GPR89A,B7ZAQ6,455,140,207,PF12537,GPHR_N,Family
25369,GPR89A,B7ZAQ6,455,276,446,PF12430,ABA_GPCR,Family
43554,GPR89B,P0CG08,455,140,207,PF12537,GPHR_N,Family
43555,GPR89B,P0CG08,455,276,446,PF12430,ABA_GPCR,Family
42175,GPRASP1,Q5JY77,1395,1142,1391,PF04826,Arm_2,Family
42420,GPRASP2,Q96D09,838,584,837,PF04826,Arm_2,Family
21973,GPRC5A,Q8NFJ5,357,39,267,PF00003,7tm_3,Family
43551,GPRC5B,Q9NZH0,403,67,294,PF00003,7tm_3,Family
26911,GPRC5C,Q9NQ84,441,61,301,PF00003,7tm_3,Family
